Vrid,panelistid,gender,AGEyears,AREA,RELIGIOSITY,QREL2,Q1,Q2,Q3,Q1A,Q1B,Q2A,Q2B,Q3A,Q3B,Q4A,Q4B,Q5A,Q5B,QCHECK,Q6A,Q6B,Q7A,Q7B,Q8A,Q8B,Q9A,Q9B,Q10A,Q10B,EDUCATION,FAMILYNUMBER,FAMILYSTATUS,SELFINCOME,FAMILYINCOME,Q100_19,Q100_0,Q100_1,Q100_2,Q100_3,Q100_4,Q100_5,Q100_6,Q100_7,Q100_8,Q100_9,Q100_10,Q100_11,Q100_12,Q100_13,Q100_14,Q100_15,Q100_16,Q100_17,Q100_18,PROFESSION,END
213,347368,10009,42,3,1,1,2,,,8,הריסות בחלקים העליונים,8,נראה שיש סדקים בקירות. נלק בחלקים העליונים,7,סדרים קטנים בקירות,8,נזק כבד. סכנה להתמוטטות,8,נזק כבד בחלקים העליונים במיוחד,8,10,הרסני. מבנה התמוטט לחלוטין,6,נזק קל. סדקים קטנים,8,נזק כבד. קירות נופלים,6,חלקים נופלים. המבנה לא בסכנת התמוטטות,7,סדקים בקירות במקומות שיש סכנת התמוטטות,3,3,8,,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
215,228760,10010,24,3,1,3,2,,,8,"כי חלק מהמבנה התפרק, אבל לא כולו.",11,כי אם היתה קריסה מוחלטת זה היה 12,7,"כי יש סדק , אז זו היתה רעידה מספיק חזקה)מעל 6( שתשפיע בצורה כזו, אבל לא הייתי נותנת יותר מ7 כי אולי הבנייה עצמה היתה ישנה ב1928 והסדק היה במקום הכי חלש של המבנה",11,"כי לא נשמע כאילו כל הבניין קרס, אבל כן נשמע שהרעידה היתה חמורה אם נפלו ממנה אבנים שגרמו למוות, ולא ניתן לשקם אז זה נראה כאילו זה יותר מדרגה 8",9,כי יש סדקים ופירוק חלק מהמבנה,8,11,"כי כל הבניין נפל, אבל הביניין לידו עומד לכן לא 12",8,כי יש סדק אבל המבנה עומד,11,כי חלק מהמבנה נהרס אבל לא כולו,11,"כי חלק מהמבנה נשבר, וזה מספיק חזק כדי להשפיע על מבנה נוסף",8,"כי יש סדקים, אבל אין נפילה של בנייה",5,6,1,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
217,251485,10010,50,3,1,1,1,2017,בבית .  לא בטוחה לגבי השנה,5,,8,,4,,7,,7,,8,8,,6,,7,,8,,7,,2,2,3,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,
219,333386,10009,40,1,1,1,2,,,10,המבנה נהרס אך לא כליל,10,המבנה ניזוק בצורה קשה אך לא נהרס כליל,8,נגרם נזק לא גדול מדי,11,המבנה ניזוק כליל ללא אפשרות לתיקון הנזק,11,מבנה ממש ניזוק,8,10,מבנה שנראה כי בנוי היטב ניזוק כליל,7,סדקים קטנים או גדולים בקירות המבנים,8,מבנה חלש שהתמוטט,8,חלק מהמבנה ניזוק לא כולו,6,סדקים קטנים בקירות,5,5,2,,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,
221,108470,10010,71,3,1,2,1,1985,"רמת גן, רעידת אדמה שהזיזה את המיטה .",7,יש נזק קל למבנה.,8,נזק כבד למבנה- אולי מבנה ישן.,8,נזק ניכר למבנה.,9,נזק בלתי הפיך למבנה ומות .,9,מבנה שלא ניתן לשיקום,8,9,התמוטטות מבנה שלא נמצא בתקן.,7,נזק קל יחסית.,8,נפילה מאסיבית של קירות.,7,נזק רק צריח ולא בכל המבנה.,8,יכול להתמוטט לגמרי - מבנה לא בטוח.,2,2,2,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,
223,45700,10009,37,3,1,2,1,1995,טבריה,9,ניכר שמבנים נהרסו אך לא לחלוטין,10,מכיר את הדוגמא שניתנה על יריחו,8,מזכיר את הדוגמא על הר הצופים,10,"נזק אדיר, בניין הרוס לחלוטין (לפי הכתוב מט ליפול)",8,הצריח ניזוק אך המבנה נראה יציב וכנראה ישן,8,12,רב הבניינים הרוסים,8,מזכיר את הדוגמא בהר הצופים,12,רב הבניינים באזור נהרסו ונזק כבד נגרם,8,נזק מוגבל לצריח..,7,"נזק לבניין אך ללא נפגעים, יתכן שר לא שמו לב לנזק מבפנים",5,1,1,5,,,,,,,,,,,,,,,,,,,,,,6,
225,130317,10010,72,3,1,2,2,,,8,"נראה לי שראש המגדל התמוטט, קירות נהרסו, חומה מסביב למגדל גם ניזוקה, אבנים נפלו מכל עבר.",10,"הרוב נהרס, המבנה קורס",8,"נוצרו סדקים, בין שתי הקומות, כלומר הכל נוטה  להתמוטט",11,"הבניין לא ניתן לשיקום, והכל בסכנת התמוטטות, אבנים נופלות, אישה נהרגה, ברור שהנזק אדיר.",11,"הקירות נהרסו, סדקים רציניים בין הקירות",8,12,"הכל התמוטט,לא ניתן לשיקום..",10,"הנזק רציני, סדקים רבים בקירות של המנזר",11,"הרס נוראי. קירות התמוטטו, גגות קרסו",11,"נזק רציני. יכול להיות שכתוצאה  מזה שאבנים זזו ממקומם, במגדל השני כל הקירות יכולים לההתמוטטו  גם זה שקצה הצריח במגדל דוד נשבר זה נזק רציני לעוד קירות שיכולים לקרוס.",11,"עצם זה שהכנסיה הוכרזה כלא בטיחותית בשל הסדקים  בקירות, מוכיח שלא כדאי להסתכן וכל המבנה  בקריסה.",4,2,2,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
228,611763,10010,51,2,1,1,2,,,6,יש נזק בחלקו העליון של הבית אבל הוא לא נראה נזק גדול,9,נזק משמעותי לבניין,7,כתוצאה מהסדק עלול להיווצר נזק משמעותי לבניין,12,הבניין לא ניתן לשיקום ונמצא בסכנת התמוטטות  אין אפשרות לתיקון,8,נזק חמור,8,12,הבניין התמוטט לגמרי,6,המצב לא  נשמע חמור וניתן לתיקון,7,חלק מהבניין התמוטט אך נראה שניתן לתקנו,4,ניתן לתיקון וזה רק קצה המגדל,8,סכנת התמוטטות בשל הסדקים,5,3,3,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,
230,368002,10009,29,2,1,3,1,2021,דימונה,9,נרם נזק אבל לא רב מידי  נפל רק הצריח כנראה בנוי פחות חזק,11,יש פגיעה בשלד הבנין  נראה כמו דרגה אחת לפני מחריב,7,נגרם נזק של סדק בלבד  כנראה טיח לא יותר מזה,10,שוב דרגה אחת לפני התמוטטות  גם בנייה ישנה ולא חזקה,10,נגרם נזק רק בחלק העליון   חלק פחות חזק  לא נחרב,8,12,חירוב מוחלט,7,נזק קל   רק סדקים ללא נזק לשלד,11,נחרב חלק מהבית  לא חירוב מוחלט,10,כמו בתשובות הקודמות,8,נזק יותר קשים מרק סדק,5,4,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
232,436393,10010,71,2,1,2,2,,,7,מראה חצי הרס,6,לפי התיאור מאוד קרוב להרס הבניין ולא מעבר,5,סדק קל,7,הרס לבניין,7,בוצע הרס למבנה,8,10,אכן מדובר בנזק אדיר,6,סדק קל,7,הרס למבנה,5,נזק קל,5,סדקים,1,8,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,
234,186849,10010,40,5,1,1,1,2010,קדימה,8,,8,,5,,7,,9,,8,12,,5,,9,,6,,6,,4,5,2,,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,
236,102855,10009,72,3,1,1,1,2007,בעיר תל אביב  בבנין גבוה,6,היה נזק גדול,4,רק הרצפה רעדה,2,נזק קטן,7,לא ניתן לתיקון להרוס הכל,3,נזק קל מאוד קיימת אפשרות לשיחזור,8,6,נזק כללי שיפוץ מהיסודות,4,חשש להתמוטטות כל הבנין עקב הסדק,4,שיפוץ קומה עליונה היסודות לא נפגעו,5,שיפוץ יסודי,2,שיפוץ כללי כולל צביעה,5,2,2,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,
237,421675,10010,57,5,1,1,2,,,6,זה נראה הרוס אבל עדיין יש מה לראות,10,קרוב לקריסה זא שאי אפשר לשקם את מה שנשאר,9,כנראה שבחיבורים ישנם סדקים שלא יחזיקו את העמודים,11,פשוט לא ניתן לשיקום,8,כי זה ממש הרוס אבל אפשר אולי לשקם,8,11,נזק אדיר הכל קורס,7,נראה שניתן לשקם והאסון לא גדול,6,הנזק בינוני,8,כנראה שניתן לשקם,8,הנזק הוא בינוני אך עדיין מסוכן להיות בקירבתו,3,1,5,2,,,,,,,,,,,,,,,,,,,,,,5,
246,494398,10010,56,1,1,1,1,2020,חיפה,8,נזק רב,11,קרוב לקריסה,5,סדקים בלבד,8,נזק משמעות,10,בנין נהרס,8,10,נזק רב,8,סדקים רבים,11,קרוב לקריסה מלאה,11,נזק רב,9,סדקים רבים ללא קריסה,6,5,2,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,
248,617244,10009,67,3,1,3,1,2010,ישראל,7,מקביל לנפילת חלקי ארובות,9,נזק כבד נגרם גם למבנים הבנויים היטב,8,סדקים שנגרמו לקירות וחוצים לכל אורכם,9,עונה להגדרה של נזק כבד נגרם גם למבנים הבנויים היטב: נפילה מאסיבית של קירות וקריסה חלקית של שלד המבנה.,9,הרס מבנים,8,8,"כי רק בנין אחד הנמצא בבניה קרס, שאר הבניינים הנראים ברקע לא נהרסו",7,תופעה של סדקים בקירות מאפיינת נזק מסוג 7,8,"מתואר נזק כבד, אבל רק לבניין אחד, ניתן לראות ברקע עוד בנים שלכאורה לא ניזוקו",7,"הצריח לא נשבר, נזק קטן למבנה",8,"הרס של מבנה, למרות שלא נהרס במלואו",5,3,2,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
251,11445,10009,46,4,1,3,1,2002,בולגריה,6,לא נגרם נזק רב,9,הרס רב,7,לא הזק גדול,9,לא ניתן לשיקום,8,נזק גדול,8,11,הרס רב מוחלט,7,סדק בלבד,9,נזק גדול,8,צריח נשבר,8,לא בטיחותית בשל סדקים,6,6,2,,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,6,
254,565743,10009,42,3,1,1,1,2004,בבית בראשלצ,2,אין נזק,6,לפי המדרג,6,לא יודע,6,סתם,10,פגיעה מבנית,8,11,הרס מבני ממשי,4,סתם,4,מבנה חלש,2,,4,,6,3,3,,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,
255,516743,10010,54,2,1,3,1,1996,באשקלון הרגשנו,4,לא נראה הרבה נזק,11,מתואר נזק קשה עד קריסה,8,רק סדק,12,בלתי ניתן לשיקום. הרוגה,10,ניראה הרוס,8,12,בניין הרוס לגמרי,7,רק סדקים,10,חצי בניין מפורק,9,נזק משמעותי,7,רק סדקים,4,9,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,
257,219867,10009,76,1,1,3,2,,,6,,7,,8,,8,,8,,8,10,,10,,10,,9,,9,,4,2,2,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
261,141546,10010,37,3,1,1,1,2019,בבית,8,"בגלל 'במבנים רבים נוצרים סדקים גדולים  בקירות. במעט מבנים רגילים מתרחשת נפילה מאסיבית של קירות, ואילו מבנים ישנים וחלשים עלולים להתמוטט'",9,בגלל 'מבנים ישנים וחלשים רבים מתמוטטים. נזק כבד נגרם  גם למבנים הבנויים היטב: נפילה מאסיבית של קירות וקריסה חלקית  של שלד המבנה.',8,בגלל 'במבנים רבים נוצרים סדקים גדולים  בקירות. ',9,בגלל 'מבנים ישנים וחלשים רבים מתמוטטים. נזק כבד נגרם גם למבנים הבנויים היטב: נפילה מאסיבית של קירות וקריסה חלקית של שלד המבנה',8,"בגלל 'במעט מבנים רגילים מתרחשת נפילה מאסיבית של קירות, ואילו מבנים ישנים וחלשים עלולים להתמוטט.'",8,9,בגלל 'נזק כבד נגרם גם למבנים הבנויים היטב: נפילה מאסיבית של קירות וקריסה חלקית של שלד המבנה',7,בגלל 'במבנים ישנים ייתכנו סדקים גדולים בקירות והתמוטטות של קירות פנימיים.',8,"בגלל 'במעט מבנים רגילים מתרחשת נפילה מאסיבית של קירות, ואילו מבנים ישנים וחלשים עלולים להתמוטט.'",7,"בגלל 'מבנים רבים הבנויים היטב סובלים מנזק מתון:  סדקים קטנים בקירות, נפילה של טיח, נפילת חלקי ארובות.'",7,"בגלל 'מבנים רבים הבנויים היטב סובלים מנזק מתון:  סדקים קטנים בקירות, נפילה של טיח, נפילת חלקי ארובות.' ובגלל שהוכרזה כלא בטיחותית אז אני מניחה שהסכנה גדולה יותר מאשר דירוג 6",5,1,1,3,,,,,,,,,,,,,,,,,,,,,,6,
263,613207,10010,23,3,1,1,2,,,7,הדרגת הרס יחסית גבוהה,12,עם הוא קרוב לקריסה מוחלטת הנזק אדיר,12,חושבת שנזק אדיר,12,עם לא ניתן לשקם בניין הנזק אדיר,12,,8,10,הבניין קורס,7,רמה גבוהה יחסית של הנזק,12,הבניין קורס על האנשים,12,ככה אני חושבת,10,ככה אני חושבת,2,6,8,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
264,302192,10010,62,1,1,2,1,1984,אזור עמק יזרעאל,7,נזק פיזי ממשי מעיד על רעידה די רצינית,9,נזק משמעותי שלא ניתן לתיקון ומחייב הריסה,5,רעידה בינונית שניתן לחזק בתיקון מבנה,10,רעידה חזקה שגרמה לנזק בלתי הפיך,8,אפשרות של התמוטטות למבנה,8,9,הרס אדיר,4,רעידה קלה שגרמה לסדק במבנה ישן,8,נזק כבד,7,זעזוע שגרם לקריסה חלקית,10,סכנה,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,5,
269,12575,10009,43,2,1,1,1,2006,"בבית בתל אביב, בזמן ישיבה בסלון בקומה רביעית.  לא בטוח לגבי השנה",8,מבנה ישן התמוטט ונגרם נזק כבד,9,הנזק כבד והבניין עומד לקרוס,7,במבנים ישנים ייתכנו סדקים גדולים בקירות והתמוטטות של קירות פנימיים.,9,נזק כבד נגרם גם למבנים הבנויים היטב. הבניין נפגע ללא יכולת לשיקום,8,סדקים גדולים בקירות. מבנים ישנים עלולים להתמוטט,8,9,נפילה מאסיבית של קירות וקריסה חלקית של שלד המבנה,7,במבנים ישנים ייתכנו סדקים גדולים בקירות,8,מבנים ישנים וחלשים עלולים להתמוטט,6,מבנים רבים סובלים מנזק קל שאינו בשלד המבנה,8,במבנים רבים נוצרים סדקים גדולים בקירות,4,4,8,,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7,
278,64460,10009,38,2,1,1,1,2021,רעידת אדמה באילת כל הבית רעד,9,יש נזק למבנים רציני,9,נזק גדול למבנים,6,יש רק סדקים ניתן לתקן יחסית בקלות מאשר קריסה כוללת,9,נזק כבד למבנים ויש הרוגים,8,יש נזק למבנים אך נראה שלא כולם בסכנת קריסה,8,11,בניין הרוס לגמרי כמעט הרס מוחלט להכל,5,סדק ניתן לתיקון לא נראה שיש סכנה של קריסה או התמוטטות,9,נזק כבד למבנים קריסה ברוב חלקי המבנה,7,נזק גדול אבל לא כבד,6,עדיין לא מדובר בקריסה ניתן לתקן ולהוסיף תמיכות,5,2,8,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
282,241813,10010,58,5,1,2,2,,,4,יש מעט מאד נזק למעלה,11,כי ניזוק בצורה קשה ותכף גם מה שנשאר מתמוטט,5,סדקים קלים,8,המבנה עומד להתמוטט,8,סדקים משמעותיים,8,9,קריסה של השלד,7,סדקים בקירות,8,מבנים ישנים מתמוטטים,7,קצה הצריח נשבר. זה כמו חלקי ארובה,6,סדקים בקירות,4,3,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,
287,545972,10009,31,3,1,1,2,,,6,הרס קטן וחלקי,10,נפגע קשה אבל לא נהרס לגמרי,5,רק סדק,8,נזק למבנב אבל לא קשה מידי,9,נזק למבנה אבל לא יותר מידי קשה,8,12,נזק מוחלט למבנה,4,רק סדקים,9,הרס גדול אבל לא מוחלט,7,נזק חלקי,7,סדקים בכמה קירות,5,4,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
288,601437,10009,42,1,1,1,2,,,8,,7,,7,,8,,7,,8,7,,8,,8,,8,,8,,2,2,1,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
292,127079,10009,26,4,1,2,1,2000,לא זוכר מיקום וגם לא את השנה,7,יש נזק אבל נראה שאינו דרמטי,9,מתאים לתיאור,7,מתאים לתיואר,10,מתאים לתיאור,8,החלק החלש יחסית נשבר,8,9,מתאים לתיאור,7,סדקים במבנים ישנים,8,.,8,.,8,.,4,5,1,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
294,258771,10010,38,3,1,2,1,1996,"הייתי באילת אצל קרובי משפחה הייתה רעידה חזקה בלילה, למחרת היו כמה רעידות משנה",7,כי הנזק למבנה הוא בינוני,9,כי המבנה קרוב לקריסה מוחלטת שזה נזק גדול,7,כי הסדק הוא באזור שיכול לגרום להחרפת הנזק,9,כי הנזק בלתי ניתן לשיקום,10,המבנה העליון עלול בכל רגע להתפרק ולגרום נזק נוסף לשאר המבנה,8,11,נזק חריף למבנה המצולם ובסביבה,6,נראה שזה נזק כללי ופחות מזיק,10,נזקים חמורים למבנים,7,כי הנזק לא כבד,9,פטנציאלל הנזק גדול ועצם זה שהוכרז לא בטיחותי,3,2,1,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
296,241029,10010,26,1,1,1,2,,,8,חסר צריח,10,אינפורמציה נוספת,9,סדקים,12,בלתי ניתן  לשיקום,11,נחצה לשניים,8,12,התמוטט,6,סדקים,10,מבנה הרוס,8,נזק כבד,9,נזק כבד,2,2,8,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
